180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
180,188,187
178,187,191
178,188,188
177,186,189
